   0 [State   0: [(A0.s=0 x=-1.00) (A1.s=1 x= 0.00) (A2.s=2 x= 0.00)] Global_state=FAILED   currTimeCost=   0.00, nextTimeCost=  2.00] || [Action:   0 NO_ACTION    Activity 0 (old=0 new=0)         ] || [State   0: [(A0.s=0 x=-1.00) (A1.s=1 x= 0.00) (A2.s=2 x= 0.00)] Global_state=FAILED   currTimeCost=   0.00, nextTimeCost=  2.00] [Posibility: 1.00] || [Time_cost:   0.00] || [Price_cost:   0.0]
 108 [State  24: [(A0.s=3 x= 1.00) (A1.s=1 x= 0.00) (A2.s=2 x= 0.00)] Global_state=UNKNOW   currTimeCost=  10.00, nextTimeCost=  3.00] || [Action:  89 NO_ACTION    Activity 1 (old=1 new=1)         ] || [State  88: [(A0.s=3 x= 1.00) (A1.s=1 x= 1.00) (A2.s=2 x= 0.00)] Global_state=UNKNOW   currTimeCost=  13.00, nextTimeCost=  4.00] [Posibility: 0.85] || [Time_cost:   0.00] || [Price_cost:   0.0]
 109 [State  24: [(A0.s=3 x= 1.00) (A1.s=1 x= 0.00) (A2.s=2 x= 0.00)] Global_state=UNKNOW   currTimeCost=  10.00, nextTimeCost=  3.00] || [Action:  89 NO_ACTION    Activity 1 (old=1 new=1)         ] || [State  89: [(A0.s=3 x= 1.00) (A1.s=1 x=-1.00) (A2.s=2 x= 0.00)] Global_state=FAILED   currTimeCost=  13.00, nextTimeCost=  3.00] [Posibility: 0.15] || [Time_cost:   0.00] || [Price_cost:   0.0]
 110 [State  24: [(A0.s=3 x= 1.00) (A1.s=1 x= 0.00) (A2.s=2 x= 0.00)] Global_state=UNKNOW   currTimeCost=  10.00, nextTimeCost=  3.00] || [Action:  90 TERMINATE    Activity 1 (old=1 new=1)         ] || [State  90: [(A0.s=3 x= 1.00) (A1.s=1 x= 0.00) (A2.s=2 x= 0.00)] Global_state=FAILED   currTimeCost=  10.00, nextTimeCost=  3.00] [Posibility: 1.00] || [Time_cost:   0.00] || [Price_cost:   0.0]
 111 [State  25: [(A0.s=3 x=-1.00) (A1.s=1 x= 0.00) (A2.s=2 x= 0.00)] Global_state=FAILED   currTimeCost=  10.00, nextTimeCost=  5.00] || [Action:  92 NO_ACTION    Activity 0 (old=3 new=3)         ] || [State  25: [(A0.s=3 x=-1.00) (A1.s=1 x= 0.00) (A2.s=2 x= 0.00)] Global_state=FAILED   currTimeCost=  10.00, nextTimeCost=  5.00] [Posibility: 1.00] || [Time_cost:   0.00] || [Price_cost:   0.0]
 112 [State  25: [(A0.s=3 x=-1.00) (A1.s=1 x= 0.00) (A2.s=2 x= 0.00)] Global_state=FAILED   currTimeCost=  10.00, nextTimeCost=  5.00] || [Action:  93 TERMINATE    Activity 0 (old=3 new=3)         ] || [State  91: [(A0.s=3 x=-1.00) (A1.s=1 x= 0.00) (A2.s=2 x= 0.00)] Global_state=FAILED   currTimeCost=  10.00, nextTimeCost=  5.00] [Posibility: 1.00] || [Time_cost:   0.00] || [Price_cost:   0.0]
 113 [State  25: [(A0.s=3 x=-1.00) (A1.s=1 x= 0.00) (A2.s=2 x= 0.00)] Global_state=FAILED   currTimeCost=  10.00, nextTimeCost=  5.00] || [Action:  94 RE_DO        Activity 0 (old=3 new=3)         ] || [State  92: [(A0.s=3 x= 1.00) (A1.s=1 x= 0.00) (A2.s=2 x= 0.00)] Global_state=UNKNOW   currTimeCost=  15.00, nextTimeCost=  3.00] [Posibility: 0.75] || [Time_cost:   5.00] || [Price_cost:  40.0]
 114 [State  25: [(A0.s=3 x=-1.00) (A1.s=1 x= 0.00) (A2.s=2 x= 0.00)] Global_state=FAILED   currTimeCost=  10.00, nextTimeCost=  5.00] || [Action:  94 RE_DO        Activity 0 (old=3 new=3)         ] || [State  93: [(A0.s=3 x=-1.00) (A1.s=1 x= 0.00) (A2.s=2 x= 0.00)] Global_state=FAILED   currTimeCost=  15.00, nextTimeCost=  5.00] [Posibility: 0.25] || [Time_cost:   5.00] || [Price_cost:  40.0]
 115 [State  26: [(A0.s=4 x= 1.00) (A1.s=5 x= 1.00) (A2.s=6 x= 0.00)] Global_state=UNKNOW   currTimeCost=  13.00, nextTimeCost=  8.00] || [Action:  95 NO_ACTION    Activity 2 (old=6 new=6)         ] || [State  94: [(A0.s=4 x= 1.00) (A1.s=5 x= 1.00) (A2.s=6 x= 1.00)] Global_state=SUCCEED  currTimeCost=  21.00, nextTimeCost=  0.00] [Posibility: 0.60] || [Time_cost:   0.00] || [Price_cost:   0.0]
 116 [State  26: [(A0.s=4 x= 1.00) (A1.s=5 x= 1.00) (A2.s=6 x= 0.00)] Global_state=UNKNOW   currTimeCost=  13.00, nextTimeCost=  8.00] || [Action:  95 NO_ACTION    Activity 2 (old=6 new=6)         ] || [State  95: [(A0.s=4 x= 1.00) (A1.s=5 x= 1.00) (A2.s=6 x=-1.00)] Global_state=FAILED   currTimeCost=  21.00, nextTimeCost=  8.00] [Posibility: 0.40] || [Time_cost:   0.00] || [Price_cost:   0.0]
 117 [State  26: [(A0.s=4 x= 1.00) (A1.s=5 x= 1.00) (A2.s=6 x= 0.00)] Global_state=UNKNOW   currTimeCost=  13.00, nextTimeCost=  8.00] || [Action:  96 TERMINATE    Activity 2 (old=6 new=6)         ] || [State  96: [(A0.s=4 x= 1.00) (A1.s=5 x= 1.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  13.00, nextTimeCost=  8.00] [Posibility: 1.00] || [Time_cost:   0.00] || [Price_cost:   0.0]
 118 [State  27: [(A0.s=4 x= 1.00) (A1.s=5 x=-1.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  13.00, nextTimeCost=  7.00] || [Action:  98 NO_ACTION    Activity 1 (old=5 new=5)         ] || [State  27: [(A0.s=4 x= 1.00) (A1.s=5 x=-1.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  13.00, nextTimeCost=  7.00] [Posibility: 1.00] || [Time_cost:   0.00] || [Price_cost:   0.0]
 119 [State  27: [(A0.s=4 x= 1.00) (A1.s=5 x=-1.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  13.00, nextTimeCost=  7.00] || [Action:  99 TERMINATE    Activity 1 (old=5 new=5)         ] || [State  97: [(A0.s=4 x= 1.00) (A1.s=5 x=-1.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  13.00, nextTimeCost=  7.00] [Posibility: 1.00] || [Time_cost:   0.00] || [Price_cost:   0.0]
 120 [State  27: [(A0.s=4 x= 1.00) (A1.s=5 x=-1.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  13.00, nextTimeCost=  7.00] || [Action: 100 RE_DO        Activity 1 (old=5 new=5)         ] || [State  98: [(A0.s=4 x= 1.00) (A1.s=5 x= 1.00) (A2.s=6 x= 0.00)] Global_state=UNKNOW   currTimeCost=  20.00, nextTimeCost=  8.00] [Posibility: 0.65] || [Time_cost:   7.00] || [Price_cost:  60.0]
 121 [State  27: [(A0.s=4 x= 1.00) (A1.s=5 x=-1.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  13.00, nextTimeCost=  7.00] || [Action: 100 RE_DO        Activity 1 (old=5 new=5)         ] || [State  99: [(A0.s=4 x= 1.00) (A1.s=5 x=-1.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  20.00, nextTimeCost=  7.00] [Posibility: 0.35] || [Time_cost:   7.00] || [Price_cost:  60.0]
 122 [State  28: [(A0.s=4 x= 1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=   6.00, nextTimeCost=  7.00] || [Action: 101 NO_ACTION    Activity 1 (old=5 new=5)         ] || [State  28: [(A0.s=4 x= 1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=   6.00, nextTimeCost=  7.00] [Posibility: 1.00] || [Time_cost:   0.00] || [Price_cost:   0.0]
 123 [State  28: [(A0.s=4 x= 1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=   6.00, nextTimeCost=  7.00] || [Action: 102 TERMINATE    Activity 1 (old=5 new=5)         ] || [State 100: [(A0.s=4 x= 1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=   6.00, nextTimeCost=  7.00] [Posibility: 1.00] || [Time_cost:   0.00] || [Price_cost:   0.0]
 124 [State   7: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=   6.00, nextTimeCost=  6.00] || [Action: 104 NO_ACTION    Activity 0 (old=4 new=4)         ] || [State   7: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=   6.00, nextTimeCost=  6.00] [Posibility: 1.00] || [Time_cost:   0.00] || [Price_cost:   0.0]
 125 [State   7: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=   6.00, nextTimeCost=  6.00] || [Action: 105 TERMINATE    Activity 0 (old=4 new=4)         ] || [State 101: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=   6.00, nextTimeCost=  6.00] [Posibility: 1.00] || [Time_cost:   0.00] || [Price_cost:   0.0]
 126 [State   7: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=   6.00, nextTimeCost=  6.00] || [Action: 106 RE_DO        Activity 0 (old=4 new=4)         ] || [State 102: [(A0.s=4 x= 1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=UNKNOW   currTimeCost=  12.00, nextTimeCost=  7.00] [Posibility: 0.70] || [Time_cost:   6.00] || [Price_cost:  50.0]
 127 [State   7: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=   6.00, nextTimeCost=  6.00] || [Action: 106 RE_DO        Activity 0 (old=4 new=4)         ] || [State 103: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  12.00, nextTimeCost=  6.00] [Posibility: 0.30] || [Time_cost:   6.00] || [Price_cost:  50.0]
 128 [State  29: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=   6.00, nextTimeCost=  6.00] || [Action: 107 NO_ACTION    Activity 0 (old=4 new=4)         ] || [State  29: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=   6.00, nextTimeCost=  6.00] [Posibility: 1.00] || [Time_cost:   0.00] || [Price_cost:   0.0]
 129 [State  29: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=   6.00, nextTimeCost=  6.00] || [Action: 108 TERMINATE    Activity 0 (old=4 new=4)         ] || [State 104: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=   6.00, nextTimeCost=  6.00] [Posibility: 1.00] || [Time_cost:   0.00] || [Price_cost:   0.0]
 130 [State  29: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=   6.00, nextTimeCost=  6.00] || [Action: 109 RE_DO        Activity 0 (old=4 new=4)         ] || [State 105: [(A0.s=4 x= 1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=UNKNOW   currTimeCost=  12.00, nextTimeCost=  7.00] [Posibility: 0.70] || [Time_cost:   6.00] || [Price_cost:  50.0]
 131 [State  29: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=   6.00, nextTimeCost=  6.00] || [Action: 109 RE_DO        Activity 0 (old=4 new=4)         ] || [State 106: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  12.00, nextTimeCost=  6.00] [Posibility: 0.30] || [Time_cost:   6.00] || [Price_cost:  50.0]
 132 [State  30: [(A0.s=4 x= 1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=UNKNOW   currTimeCost=  12.00, nextTimeCost=  7.00] || [Action: 110 NO_ACTION    Activity 1 (old=5 new=5)         ] || [State 107: [(A0.s=4 x= 1.00) (A1.s=5 x= 1.00) (A2.s=6 x= 0.00)] Global_state=UNKNOW   currTimeCost=  19.00, nextTimeCost=  8.00] [Posibility: 0.65] || [Time_cost:   0.00] || [Price_cost:   0.0]
 133 [State  30: [(A0.s=4 x= 1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=UNKNOW   currTimeCost=  12.00, nextTimeCost=  7.00] || [Action: 110 NO_ACTION    Activity 1 (old=5 new=5)         ] || [State 108: [(A0.s=4 x= 1.00) (A1.s=5 x=-1.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  19.00, nextTimeCost=  7.00] [Posibility: 0.35] || [Time_cost:   0.00] || [Price_cost:   0.0]
 134 [State  30: [(A0.s=4 x= 1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=UNKNOW   currTimeCost=  12.00, nextTimeCost=  7.00] || [Action: 111 TERMINATE    Activity 1 (old=5 new=5)         ] || [State 109: [(A0.s=4 x= 1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  12.00, nextTimeCost=  7.00] [Posibility: 1.00] || [Time_cost:   0.00] || [Price_cost:   0.0]
 135 [State  31: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  12.00, nextTimeCost=  6.00] || [Action: 113 NO_ACTION    Activity 0 (old=4 new=4)         ] || [State  31: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  12.00, nextTimeCost=  6.00] [Posibility: 1.00] || [Time_cost:   0.00] || [Price_cost:   0.0]
 136 [State  31: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  12.00, nextTimeCost=  6.00] || [Action: 114 TERMINATE    Activity 0 (old=4 new=4)         ] || [State 110: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  12.00, nextTimeCost=  6.00] [Posibility: 1.00] || [Time_cost:   0.00] || [Price_cost:   0.0]
 137 [State  31: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  12.00, nextTimeCost=  6.00] || [Action: 115 RE_DO        Activity 0 (old=4 new=4)         ] || [State 111: [(A0.s=4 x= 1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=UNKNOW   currTimeCost=  18.00, nextTimeCost=  7.00] [Posibility: 0.70] || [Time_cost:   6.00] || [Price_cost:  50.0]
 138 [State  31: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  12.00, nextTimeCost=  6.00] || [Action: 115 RE_DO        Activity 0 (old=4 new=4)         ] || [State 112: [(A0.s=4 x=-1.00) (A1.s=5 x= 0.00) (A2.s=6 x= 0.00)] Global_state=FAILED   currTimeCost=  18.00, nextTimeCost=  6.00] [Posibility: 0.30] || [Time_cost:   6.00] || [Price_cost:  50.0]
